stn;time;prestah0;tre200h0;rre150h0;su2000h0;time_diff
GVE;2022-09-04 17:00:00;970.3;25.6;0.0;1.0;7385.0
GVE;2022-09-04 18:00:00;970.2;23.4;0.0;0.6;7386.0
GVE;2022-09-04 19:00:00;970.8;21.1;0.0;0.0;7387.0
GVE;2022-09-04 20:00:00;971.4;19.3;0.0;0.0;7388.0
GVE;2022-09-04 21:00:00;971.8;18.5;0.0;0.0;7389.0
GVE;2022-09-04 22:00:00;972.2;17.7;0.0;0.0;7390.0
GVE;2022-09-04 23:00:00;972.8;17.3;0.0;0.0;7391.0
GVE;2022-09-05 00:00:00;973.0;16.7;0.0;0.0;7392.0
GVE;2022-09-05 01:00:00;972.9;16.9;0.0;0.0;7393.0
GVE;2022-09-05 03:00:00;972.8;17.1;0.0;0.0;7395.0
GVE;2022-09-05 04:00:00;972.8;16.4;0.0;0.0;7396.0
GVE;2022-09-05 05:00:00;973.0;16.1;0.0;0.0;7397.0
GVE;2022-09-05 06:00:00;973.6;16.4;0.0;0.0;7398.0
GVE;2022-09-05 08:00:00;974.0;19.6;0.0;0.5;7400.0
GVE;2022-09-05 09:00:00;974.0;21.6;0.0;0.8;7401.0
GVE;2022-09-05 10:00:00;973.7;23.0;0.0;1.0;7402.0
GVE;2022-09-05 11:00:00;973.2;23.9;0.0;1.0;7403.0
GVE;2022-09-05 12:00:00;972.5;25.6;0.0;1.0;7404.0
GVE;2022-09-05 13:00:00;971.9;26.6;0.0;1.0;7405.0
GVE;2022-09-05 14:00:00;971.3;27.5;0.0;1.0;7406.0
GVE;2022-09-05 16:00:00;970.3;29.2;0.0;1.0;7408.0
GVE;2022-09-05 17:00:00;970.0;27.8;0.0;0.4;7409.0
GVE;2022-09-05 18:00:00;970.0;26.1;0.0;0.0;7410.0
GVE;2022-09-05 19:00:00;970.1;24.9;0.0;0.0;7411.0
GVE;2022-09-05 20:00:00;970.7;24.3;0.0;0.0;7412.0
GVE;2022-09-05 21:00:00;970.8;23.8;0.0;0.0;7413.0
GVE;2022-09-05 22:00:00;970.9;23.3;0.0;0.0;7414.0
GVE;2022-09-05 23:00:00;970.9;21.5;0.0;0.0;7415.0
GVE;2022-09-06 00:00:00;971.0;21.6;0.0;0.0;7416.0
GVE;2022-09-06 03:00:00;971.1;18.6;0.0;0.0;7419.0
GVE;2022-09-06 04:00:00;971.0;18.7;0.0;0.0;7420.0
GVE;2022-09-06 05:00:00;970.9;18.6;0.0;0.0;7421.0
GVE;2022-09-06 06:00:00;970.9;18.9;0.0;0.0;7422.0
GVE;2022-09-06 07:00:00;971.1;20.1;0.0;0.1;7423.0
GVE;2022-09-06 09:00:00;971.7;20.5;0.2;0.1;7425.0
GVE;2022-09-06 10:00:00;971.4;21.6;0.0;0.4;7426.0
GVE;2022-09-06 11:00:00;970.8;23.2;0.0;0.9;7427.0
GVE;2022-09-06 12:00:00;970.2;24.1;0.0;0.9;7428.0
GVE;2022-09-06 13:00:00;969.7;24.9;0.0;0.7;7429.0
GVE;2022-09-06 14:00:00;969.2;25.4;0.0;1.0;7430.0
GVE;2022-09-06 15:00:00;968.8;24.9;0.0;0.6;7431.0
GVE;2022-09-06 16:00:00;968.7;24.1;0.0;0.0;7432.0
GVE;2022-09-06 17:00:00;968.4;23.4;0.0;0.0;7433.0
GVE;2022-09-06 18:00:00;968.3;22.3;0.0;0.0;7434.0
GVE;2022-09-06 19:00:00;968.3;21.1;0.0;0.0;7435.0
GVE;2022-09-06 20:00:00;969.2;20.6;0.0;0.0;7436.0
GVE;2022-09-06 21:00:00;969.3;19.3;0.0;0.0;7437.0
GVE;2022-09-06 22:00:00;969.3;19.0;0.0;0.0;7438.0
GVE;2022-09-06 23:00:00;969.2;18.3;0.0;0.0;7439.0
GVE;2022-09-07 00:00:00;969.3;18.5;0.0;0.0;7440.0
GVE;2022-09-07 01:00:00;969.5;18.3;0.0;0.0;7441.0
GVE;2022-09-07 02:00:00;969.4;18.1;0.0;0.0;7442.0
GVE;2022-09-07 03:00:00;969.1;17.1;0.0;0.0;7443.0
GVE;2022-09-07 05:00:00;968.6;16.5;0.0;0.0;7445.0
GVE;2022-09-07 06:00:00;968.6;16.5;0.0;0.4;7446.0
GVE;2022-09-07 09:00:00;968.6;20.6;0.0;0.0;7449.0
GVE;2022-09-07 10:00:00;968.3;21.4;0.0;0.1;7450.0
GVE;2022-09-07 11:00:00;967.8;22.6;0.0;0.5;7451.0
GVE;2022-09-07 12:00:00;966.9;23.5;0.0;0.8;7452.0
GVE;2022-09-07 13:00:00;966.0;24.3;0.0;0.4;7453.0
GVE;2022-09-07 14:00:00;965.4;25.0;0.0;0.6;7454.0
GVE;2022-09-07 15:00:00;964.7;24.7;0.0;0.1;7455.0
GVE;2022-09-07 17:00:00;964.6;22.7;0.0;0.0;7457.0
GVE;2022-09-07 18:00:00;963.8;21.9;0.0;0.0;7458.0
GVE;2022-09-07 19:00:00;963.7;21.8;0.0;0.0;7459.0
GVE;2022-09-07 20:00:00;963.8;21.8;0.0;0.0;7460.0
GVE;2022-09-07 22:00:00;964.2;18.6;10.3;0.0;7462.0
GVE;2022-09-08 00:00:00;966.1;17.5;0.1;0.0;7464.0
GVE;2022-09-08 01:00:00;966.5;17.3;2.9;0.0;7465.0
GVE;2022-09-08 02:00:00;966.2;17.0;0.1;0.0;7466.0
GVE;2022-09-08 03:00:00;966.4;16.2;5.1;0.0;7467.0
GVE;2022-09-08 04:00:00;966.2;15.7;0.1;0.0;7468.0
GVE;2022-09-08 05:00:00;966.4;15.4;0.0;0.0;7469.0
GVE;2022-09-08 07:00:00;967.2;16.0;0.0;1.0;7471.0
GVE;2022-09-08 08:00:00;967.2;18.3;0.0;1.0;7472.0
GVE;2022-09-08 09:00:00;967.2;19.9;0.0;1.0;7473.0
GVE;2022-09-08 11:00:00;967.1;21.1;0.0;0.4;7475.0
GVE;2022-09-08 13:00:00;966.4;23.8;0.0;1.0;7477.0
GVE;2022-09-08 14:00:00;966.3;23.5;0.0;0.6;7478.0
GVE;2022-09-08 15:00:00;966.2;23.8;0.0;1.0;7479.0
GVE;2022-09-08 16:00:00;966.1;23.4;0.0;1.0;7480.0
GVE;2022-09-08 17:00:00;965.9;22.7;0.0;0.7;7481.0
GVE;2022-09-08 18:00:00;965.9;21.4;0.0;0.0;7482.0
GVE;2022-09-08 19:00:00;966.2;19.5;0.0;0.0;7483.0
GVE;2022-09-08 20:00:00;966.8;18.8;0.0;0.0;7484.0
GVE;2022-09-08 21:00:00;966.9;18.9;0.0;0.0;7485.0
GVE;2022-09-08 23:00:00;966.9;19.3;0.0;0.0;7487.0
GVE;2022-09-09 00:00:00;967.4;18.3;0.7;0.0;7488.0
GVE;2022-09-09 01:00:00;967.6;16.6;0.1;0.0;7489.0
GVE;2022-09-09 02:00:00;967.4;16.7;0.0;0.0;7490.0
GVE;2022-09-09 03:00:00;967.5;15.2;0.0;0.0;7491.0
GVE;2022-09-09 04:00:00;967.4;15.3;0.0;0.0;7492.0
GVE;2022-09-09 06:00:00;967.4;15.8;0.0;0.1;7494.0
GVE;2022-09-09 07:00:00;967.8;17.0;0.0;0.8;7495.0
GVE;2022-09-09 08:00:00;968.2;18.5;0.0;0.9;7496.0
GVE;2022-09-09 11:00:00;968.8;20.7;0.0;0.9;7499.0
GVE;2022-09-09 13:00:00;968.7;20.4;0.0;0.0;7501.0
GVE;2022-09-09 14:00:00;968.2;21.4;0.0;0.3;7502.0
GVE;2022-09-09 15:00:00;968.1;21.0;0.0;0.3;7503.0
GVE;2022-09-09 16:00:00;968.2;21.5;0.0;0.7;7504.0
GVE;2022-09-09 17:00:00;967.9;20.7;0.0;0.4;7505.0
GVE;2022-09-09 18:00:00;968.0;20.4;0.0;0.0;7506.0
GVE;2022-09-09 19:00:00;969.2;17.2;0.3;0.0;7507.0
GVE;2022-09-09 20:00:00;970.2;15.9;0.5;0.0;7508.0
GVE;2022-09-09 21:00:00;970.7;15.4;1.3;0.0;7509.0
GVE;2022-09-09 22:00:00;970.9;15.3;0.0;0.0;7510.0
GVE;2022-09-09 23:00:00;971.0;15.1;0.0;0.0;7511.0
GVE;2022-09-10 00:00:00;971.0;15.1;0.1;0.0;7512.0
GVE;2022-09-10 01:00:00;970.9;15.2;0.0;0.0;7513.0
GVE;2022-09-10 02:00:00;970.6;15.3;0.0;0.0;7514.0
GVE;2022-09-10 03:00:00;970.4;14.8;0.0;0.0;7515.0
GVE;2022-09-10 04:00:00;970.4;14.5;0.0;0.0;7516.0
GVE;2022-09-10 05:00:00;970.2;14.1;0.0;0.0;7517.0
GVE;2022-09-10 06:00:00;970.4;14.7;0.0;0.0;7518.0
GVE;2022-09-10 08:00:00;971.1;16.9;0.0;0.1;7520.0
GVE;2022-09-10 09:00:00;971.4;18.3;0.0;0.5;7521.0
GVE;2022-09-10 10:00:00;971.3;19.0;0.0;0.4;7522.0
GVE;2022-09-10 11:00:00;970.9;20.4;0.0;0.9;7523.0
GVE;2022-09-10 12:00:00;970.7;21.5;0.0;1.0;7524.0
GVE;2022-09-10 13:00:00;970.7;20.7;0.0;0.3;7525.0
GVE;2022-09-10 14:00:00;970.6;21.0;0.0;0.8;7526.0
GVE;2022-09-10 15:00:00;970.4;20.2;0.0;0.1;7527.0
GVE;2022-09-10 17:00:00;970.1;19.8;0.0;0.5;7529.0
GVE;2022-09-10 20:00:00;971.1;17.5;0.0;0.0;7532.0
GVE;2022-09-10 22:00:00;971.4;16.0;0.0;0.0;7534.0
GVE;2022-09-10 23:00:00;971.7;14.6;0.0;0.0;7535.0
GVE;2022-09-11 00:00:00;971.7;13.5;0.0;0.0;7536.0
GVE;2022-09-11 01:00:00;971.6;12.5;0.0;0.0;7537.0
GVE;2022-09-11 02:00:00;971.5;11.7;0.0;0.0;7538.0
GVE;2022-09-11 03:00:00;971.4;11.3;0.0;0.0;7539.0
GVE;2022-09-11 04:00:00;971.4;10.9;0.0;0.0;7540.0
GVE;2022-09-11 05:00:00;971.4;10.5;0.0;0.0;7541.0
GVE;2022-09-11 06:00:00;971.5;10.4;0.0;0.3;7542.0
GVE;2022-09-11 07:00:00;971.9;12.8;0.0;1.0;7543.0
GVE;2022-09-11 08:00:00;971.9;15.0;0.0;1.0;7544.0
GVE;2022-09-11 09:00:00;971.9;17.4;0.0;1.0;7545.0
GVE;2022-09-11 10:00:00;971.7;18.5;0.0;1.0;7546.0
GVE;2022-09-11 11:00:00;971.3;19.8;0.0;1.0;7547.0
GVE;2022-09-11 12:00:00;971.0;20.9;0.0;1.0;7548.0
GVE;2022-09-11 14:00:00;970.0;22.5;0.0;1.0;7550.0
GVE;2022-09-11 15:00:00;969.4;22.7;0.0;1.0;7551.0
GVE;2022-09-11 16:00:00;969.0;22.6;0.0;1.0;7552.0
GVE;2022-09-11 18:00:00;968.8;20.1;0.0;0.3;7554.0
GVE;2022-09-11 19:00:00;968.8;17.8;0.0;0.0;7555.0
GVE;2022-09-11 20:00:00;969.1;16.2;0.0;0.0;7556.0
GVE;2022-09-11 21:00:00;969.4;14.6;0.0;0.0;7557.0
GVE;2022-09-11 23:00:00;969.4;12.9;0.0;0.0;7559.0
GVE;2022-09-12 01:00:00;969.3;11.9;0.0;0.0;7561.0
GVE;2022-09-12 02:00:00;969.0;11.3;0.0;0.0;7562.0
GVE;2022-09-12 03:00:00;968.8;11.0;0.0;0.0;7563.0
GVE;2022-09-12 04:00:00;968.7;10.7;0.0;0.0;7564.0
GVE;2022-09-12 05:00:00;968.6;10.4;0.0;0.0;7565.0
GVE;2022-09-12 06:00:00;968.8;10.7;0.0;0.3;7566.0
GVE;2022-09-12 08:00:00;969.0;15.9;0.0;1.0;7568.0
GVE;2022-09-12 09:00:00;969.0;18.0;0.0;1.0;7569.0
GVE;2022-09-12 11:00:00;968.5;20.8;0.0;1.0;7571.0
GVE;2022-09-12 12:00:00;968.0;21.9;0.0;1.0;7572.0
GVE;2022-09-12 14:00:00;966.9;24.1;0.0;1.0;7574.0
GVE;2022-09-12 15:00:00;966.3;25.3;0.0;1.0;7575.0
GVE;2022-09-12 16:00:00;966.0;25.3;0.0;1.0;7576.0
GVE;2022-09-12 17:00:00;965.6;24.5;0.0;1.0;7577.0
GVE;2022-09-12 18:00:00;965.5;21.7;0.0;0.3;7578.0
GVE;2022-09-12 19:00:00;965.9;19.4;0.0;0.0;7579.0
GVE;2022-09-12 20:00:00;966.2;18.0;0.0;0.0;7580.0
GVE;2022-09-12 21:00:00;966.3;16.6;0.0;0.0;7581.0
GVE;2022-09-12 22:00:00;966.3;15.8;0.0;0.0;7582.0
GVE;2022-09-13 00:00:00;966.5;14.7;0.0;0.0;7584.0
GVE;2022-09-13 01:00:00;966.7;14.6;0.0;0.0;7585.0
GVE;2022-09-13 03:00:00;966.0;13.8;0.0;0.0;7587.0
GVE;2022-09-13 04:00:00;966.0;13.5;0.0;0.0;7588.0
GVE;2022-09-13 05:00:00;965.8;13.6;0.0;0.0;7589.0
GVE;2022-09-13 06:00:00;965.5;14.5;0.0;0.0;7590.0
GVE;2022-09-13 07:00:00;965.6;16.2;0.0;0.1;7591.0
GVE;2022-09-13 08:00:00;965.5;17.4;0.0;0.2;7592.0
GVE;2022-09-13 09:00:00;965.5;18.8;0.0;0.9;7593.0
GVE;2022-09-13 10:00:00;965.4;20.8;0.0;1.0;7594.0
GVE;2022-09-13 11:00:00;965.0;21.9;0.0;0.5;7595.0
GVE;2022-09-13 12:00:00;964.6;23.2;0.0;0.3;7596.0
GVE;2022-09-13 13:00:00;964.2;24.2;0.0;0.2;7597.0
GVE;2022-09-13 14:00:00;963.7;25.6;0.0;0.2;7598.0
GVE;2022-09-13 15:00:00;963.3;26.5;0.0;0.1;7599.0
GVE;2022-09-13 16:00:00;962.7;26.6;0.0;0.3;7600.0
GVE;2022-09-13 17:00:00;962.4;25.9;0.0;0.0;7601.0
GVE;2022-09-13 18:00:00;962.2;25.2;0.0;0.0;7602.0
GVE;2022-09-13 19:00:00;962.4;24.3;0.0;0.0;7603.0
GVE;2022-09-13 20:00:00;963.0;24.1;0.0;0.0;7604.0
GVE;2022-09-13 21:00:00;962.9;23.5;0.0;0.0;7605.0
GVE;2022-09-13 22:00:00;962.5;21.7;0.0;0.0;7606.0
GVE;2022-09-14 00:00:00;963.2;21.0;0.1;0.0;7608.0
GVE;2022-09-14 01:00:00;962.7;20.4;0.0;0.0;7609.0
GVE;2022-09-14 03:00:00;962.4;20.0;0.0;0.0;7611.0
GVE;2022-09-14 04:00:00;961.8;20.4;0.0;0.0;7612.0
GVE;2022-09-14 06:00:00;962.1;20.4;0.2;0.0;7614.0
GVE;2022-09-14 07:00:00;962.8;19.9;2.6;0.0;7615.0
GVE;2022-09-14 08:00:00;963.4;19.8;0.0;0.0;7616.0
GVE;2022-09-14 09:00:00;963.1;19.9;0.1;0.0;7617.0
GVE;2022-09-14 10:00:00;962.5;20.9;0.0;0.0;7618.0
GVE;2022-09-14 11:00:00;961.8;21.9;0.0;0.4;7619.0
GVE;2022-09-14 12:00:00;961.5;23.9;0.0;0.9;7620.0
GVE;2022-09-14 13:00:00;961.5;25.1;0.0;0.6;7621.0
GVE;2022-09-14 14:00:00;960.7;25.4;0.0;0.7;7622.0
GVE;2022-09-14 15:00:00;960.3;25.8;0.0;0.7;7623.0
GVE;2022-09-14 16:00:00;959.8;25.5;0.0;0.3;7624.0
GVE;2022-09-14 17:00:00;960.0;24.1;0.0;0.0;7625.0
GVE;2022-09-14 18:00:00;960.4;23.5;0.0;0.0;7626.0
GVE;2022-09-14 19:00:00;961.4;18.8;3.1;0.0;7627.0
GVE;2022-09-14 21:00:00;962.8;17.8;3.0;0.0;7629.0
GVE;2022-09-14 22:00:00;963.8;17.7;0.3;0.0;7630.0
GVE;2022-09-14 23:00:00;964.7;17.2;2.3;0.0;7631.0
GVE;2022-09-15 00:00:00;964.4;16.5;0.2;0.0;7632.0
GVE;2022-09-15 01:00:00;963.9;15.9;0.0;0.0;7633.0
GVE;2022-09-15 02:00:00;963.6;15.5;0.0;0.0;7634.0
GVE;2022-09-15 03:00:00;963.0;15.1;0.0;0.0;7635.0
GVE;2022-09-15 04:00:00;962.7;14.6;0.0;0.0;7636.0
GVE;2022-09-15 05:00:00;962.5;14.9;0.0;0.0;7637.0
GVE;2022-09-15 06:00:00;962.6;15.8;0.2;0.0;7638.0
GVE;2022-09-15 07:00:00;963.0;16.5;0.0;0.0;7639.0
GVE;2022-09-15 08:00:00;963.4;17.9;0.0;0.3;7640.0
GVE;2022-09-15 11:00:00;963.7;20.8;0.0;0.1;7643.0
GVE;2022-09-15 12:00:00;963.6;20.3;0.5;0.1;7644.0
GVE;2022-09-15 13:00:00;963.6;21.3;0.0;0.3;7645.0
GVE;2022-09-15 14:00:00;963.1;22.5;0.0;0.5;7646.0
GVE;2022-09-15 15:00:00;962.7;21.3;1.3;0.2;7647.0
GVE;2022-09-15 16:00:00;963.0;19.4;2.6;0.0;7648.0
GVE;2022-09-15 17:00:00;963.4;18.9;0.9;0.0;7649.0
GVE;2022-09-15 18:00:00;963.8;18.1;0.3;0.0;7650.0
GVE;2022-09-15 20:00:00;964.5;16.6;0.0;0.0;7652.0
GVE;2022-09-15 21:00:00;964.7;16.2;0.0;0.0;7653.0
GVE;2022-09-15 22:00:00;964.9;16.3;0.0;0.0;7654.0
GVE;2022-09-15 23:00:00;964.8;16.5;0.0;0.0;7655.0
GVE;2022-09-16 00:00:00;964.4;16.4;0.1;0.0;7656.0
GVE;2022-09-16 01:00:00;964.3;16.4;0.6;0.0;7657.0
GVE;2022-09-16 02:00:00;964.1;16.3;0.7;0.0;7658.0
GVE;2022-09-16 03:00:00;964.0;16.2;0.0;0.0;7659.0
GVE;2022-09-16 04:00:00;963.6;15.4;0.0;0.0;7660.0
GVE;2022-09-16 05:00:00;963.7;14.9;0.0;0.0;7661.0
GVE;2022-09-16 06:00:00;963.9;14.2;0.0;0.0;7662.0
GVE;2022-09-16 07:00:00;964.2;15.3;0.0;0.2;7663.0
GVE;2022-09-16 08:00:00;964.4;16.8;0.0;0.5;7664.0
GVE;2022-09-16 09:00:00;964.7;17.6;0.0;0.0;7665.0
GVE;2022-09-16 10:00:00;964.8;18.7;0.0;0.6;7666.0
GVE;2022-09-16 11:00:00;964.7;18.9;0.0;0.1;7667.0
GVE;2022-09-16 12:00:00;964.4;20.1;0.0;0.6;7668.0
GVE;2022-09-16 13:00:00;964.3;19.1;0.0;0.0;7669.0
GVE;2022-09-16 14:00:00;964.2;19.5;0.0;0.2;7670.0
GVE;2022-09-16 15:00:00;964.2;18.8;0.0;0.1;7671.0
GVE;2022-09-16 16:00:00;964.0;18.3;0.0;0.1;7672.0
GVE;2022-09-16 17:00:00;964.1;17.6;0.0;0.0;7673.0
GVE;2022-09-16 18:00:00;964.3;16.5;0.0;0.0;7674.0
GVE;2022-09-16 19:00:00;964.5;16.1;0.0;0.0;7675.0
GVE;2022-09-16 21:00:00;965.2;15.1;0.0;0.0;7677.0
GVE;2022-09-16 23:00:00;966.2;13.6;0.0;0.0;7679.0
GVE;2022-09-17 00:00:00;966.4;12.8;0.0;0.0;7680.0
GVE;2022-09-17 01:00:00;966.8;12.7;0.0;0.0;7681.0
GVE;2022-09-17 02:00:00;967.1;12.1;0.0;0.0;7682.0
GVE;2022-09-17 03:00:00;967.3;11.9;0.0;0.0;7683.0
GVE;2022-09-17 04:00:00;967.4;11.2;0.0;0.0;7684.0
GVE;2022-09-17 05:00:00;967.9;10.4;0.0;0.0;7685.0
GVE;2022-09-17 06:00:00;968.6;10.0;0.0;0.0;7686.0
GVE;2022-09-17 07:00:00;968.9;11.1;0.0;1.0;7687.0
GVE;2022-09-17 08:00:00;969.2;12.1;0.0;1.0;7688.0
GVE;2022-09-17 09:00:00;969.6;12.6;0.0;0.8;7689.0
GVE;2022-09-17 10:00:00;970.0;13.7;0.0;0.7;7690.0
GVE;2022-09-17 11:00:00;970.2;13.8;0.0;0.3;7691.0
GVE;2022-09-17 12:00:00;970.2;14.8;0.0;0.8;7692.0
GVE;2022-09-17 13:00:00;969.9;14.9;0.0;1.0;7693.0
GVE;2022-09-17 14:00:00;969.8;15.3;0.0;0.9;7694.0
GVE;2022-09-17 15:00:00;969.9;15.3;0.0;1.0;7695.0
GVE;2022-09-17 16:00:00;969.9;15.3;0.0;1.0;7696.0
GVE;2022-09-17 17:00:00;970.1;14.7;0.0;1.0;7697.0
GVE;2022-09-17 19:00:00;971.1;11.5;0.0;0.0;7699.0
GVE;2022-09-17 20:00:00;971.6;10.1;0.0;0.0;7700.0
GVE;2022-09-17 22:00:00;972.0;7.9;0.0;0.0;7702.0
GVE;2022-09-17 23:00:00;972.0;7.4;0.0;0.0;7703.0
GVE;2022-09-18 00:00:00;971.9;6.7;0.0;0.0;7704.0
GVE;2022-09-18 01:00:00;971.7;6.2;0.0;0.0;7705.0
GVE;2022-09-18 02:00:00;971.7;5.8;0.0;0.0;7706.0
GVE;2022-09-18 03:00:00;971.7;5.3;0.0;0.0;7707.0
GVE;2022-09-18 04:00:00;971.6;5.2;0.0;0.0;7708.0
GVE;2022-09-18 05:00:00;971.8;5.1;0.0;0.0;7709.0
GVE;2022-09-18 07:00:00;972.2;7.3;0.0;1.0;7711.0
GVE;2022-09-18 08:00:00;972.4;10.4;0.0;1.0;7712.0
GVE;2022-09-18 10:00:00;972.4;13.5;0.0;1.0;7714.0
GVE;2022-09-18 11:00:00;972.1;14.6;0.0;1.0;7715.0
GVE;2022-09-18 12:00:00;971.8;15.7;0.0;1.0;7716.0
GVE;2022-09-18 14:00:00;970.8;17.2;0.0;1.0;7718.0
GVE;2022-09-18 15:00:00;970.2;17.8;0.0;1.0;7719.0
GVE;2022-09-18 16:00:00;969.8;18.5;0.0;1.0;7720.0
GVE;2022-09-18 17:00:00;969.7;18.3;0.0;1.0;7721.0
GVE;2022-09-18 18:00:00;969.8;16.1;0.0;0.2;7722.0
GVE;2022-09-18 19:00:00;970.2;13.0;0.0;0.0;7723.0
GVE;2022-09-18 20:00:00;970.8;11.8;0.0;0.0;7724.0
GVE;2022-09-18 22:00:00;970.9;9.4;0.0;0.0;7726.0
GVE;2022-09-18 23:00:00;971.0;8.5;0.0;0.0;7727.0
GVE;2022-09-19 01:00:00;971.0;7.3;0.0;0.0;7729.0
GVE;2022-09-19 02:00:00;970.9;7.1;0.0;0.0;7730.0
GVE;2022-09-19 04:00:00;970.9;6.2;0.0;0.0;7732.0
GVE;2022-09-19 06:00:00;971.0;5.7;0.0;0.0;7734.0
GVE;2022-09-19 07:00:00;971.4;8.0;0.0;1.0;7735.0
GVE;2022-09-19 08:00:00;971.4;10.9;0.0;1.0;7736.0
GVE;2022-09-19 09:00:00;971.6;13.7;0.0;1.0;7737.0
GVE;2022-09-19 10:00:00;971.4;15.5;0.0;1.0;7738.0
GVE;2022-09-19 11:00:00;971.2;16.3;0.0;1.0;7739.0
GVE;2022-09-19 13:00:00;971.0;17.7;0.0;1.0;7741.0
GVE;2022-09-19 14:00:00;970.9;18.0;0.0;1.0;7742.0
GVE;2022-09-19 15:00:00;970.7;17.9;0.0;1.0;7743.0
GVE;2022-09-19 17:00:00;970.9;16.6;0.0;0.5;7745.0
GVE;2022-09-19 18:00:00;971.3;15.0;0.0;0.2;7746.0
GVE;2022-09-19 19:00:00;971.7;13.9;0.0;0.0;7747.0
GVE;2022-09-19 21:00:00;972.1;12.2;0.0;0.0;7749.0
GVE;2022-09-19 22:00:00;972.2;11.6;0.0;0.0;7750.0
GVE;2022-09-20 00:00:00;972.6;8.8;0.0;0.0;7752.0
GVE;2022-09-20 02:00:00;972.5;8.2;0.0;0.0;7754.0
GVE;2022-09-20 03:00:00;972.4;7.1;0.0;0.0;7755.0
GVE;2022-09-20 04:00:00;972.4;6.6;0.0;0.0;7756.0
GVE;2022-09-20 05:00:00;972.5;6.1;0.0;0.0;7757.0
GVE;2022-09-20 06:00:00;972.9;6.3;0.0;0.0;7758.0
GVE;2022-09-20 07:00:00;973.1;8.7;0.0;1.0;7759.0
GVE;2022-09-20 08:00:00;973.2;11.7;0.0;1.0;7760.0
GVE;2022-09-20 09:00:00;973.4;13.7;0.0;1.0;7761.0
GVE;2022-09-20 10:00:00;973.3;14.5;0.0;1.0;7762.0
GVE;2022-09-20 11:00:00;973.1;15.7;0.0;1.0;7763.0
GVE;2022-09-20 12:00:00;972.9;16.7;0.0;1.0;7764.0
GVE;2022-09-20 13:00:00;972.6;17.3;0.0;1.0;7765.0
GVE;2022-09-20 14:00:00;972.3;17.8;0.0;1.0;7766.0
GVE;2022-09-20 15:00:00;972.1;18.0;0.0;1.0;7767.0
GVE;2022-09-20 16:00:00;972.0;17.9;0.0;1.0;7768.0
GVE;2022-09-20 17:00:00;972.1;17.2;0.0;1.0;7769.0
GVE;2022-09-20 18:00:00;972.4;15.5;0.0;0.1;7770.0
GVE;2022-09-20 19:00:00;972.9;14.0;0.0;0.0;7771.0
GVE;2022-09-20 20:00:00;973.4;13.5;0.0;0.0;7772.0
GVE;2022-09-20 21:00:00;973.6;12.8;0.0;0.0;7773.0
GVE;2022-09-20 22:00:00;973.6;12.4;0.0;0.0;7774.0
GVE;2022-09-20 23:00:00;973.5;12.0;0.0;0.0;7775.0
GVE;2022-09-21 00:00:00;973.5;11.5;0.0;0.0;7776.0
GVE;2022-09-21 01:00:00;973.5;11.4;0.0;0.0;7777.0
GVE;2022-09-21 02:00:00;973.3;10.9;0.0;0.0;7778.0
GVE;2022-09-21 03:00:00;973.1;10.4;0.0;0.0;7779.0
GVE;2022-09-21 04:00:00;973.0;11.0;0.0;0.0;7780.0
GVE;2022-09-21 05:00:00;973.0;10.6;0.0;0.0;7781.0
GVE;2022-09-21 06:00:00;973.2;10.3;0.0;0.0;7782.0
GVE;2022-09-21 07:00:00;973.4;11.3;0.0;0.7;7783.0
GVE;2022-09-21 08:00:00;973.4;12.2;0.0;0.5;7784.0
GVE;2022-09-21 09:00:00;973.4;13.2;0.0;1.0;7785.0
GVE;2022-09-21 10:00:00;973.3;13.8;0.0;1.0;7786.0
GVE;2022-09-21 11:00:00;972.9;14.9;0.0;1.0;7787.0
GVE;2022-09-21 13:00:00;972.5;16.5;0.0;1.0;7789.0
GVE;2022-09-21 15:00:00;972.2;17.1;0.0;1.0;7791.0
GVE;2022-09-21 16:00:00;972.2;17.4;0.0;1.0;7792.0
GVE;2022-09-21 17:00:00;972.5;16.7;0.0;0.9;7793.0
GVE;2022-09-21 19:00:00;972.9;12.6;0.0;0.0;7795.0
GVE;2022-09-21 21:00:00;973.3;9.3;0.0;0.0;7797.0
GVE;2022-09-21 22:00:00;973.3;8.5;0.0;0.0;7798.0
GVE;2022-09-21 23:00:00;973.2;7.8;0.0;0.0;7799.0
GVE;2022-09-22 00:00:00;973.2;7.3;0.0;0.0;7800.0
GVE;2022-09-22 01:00:00;973.2;6.6;0.0;0.0;7801.0
GVE;2022-09-22 03:00:00;973.1;6.0;0.0;0.0;7803.0
GVE;2022-09-22 04:00:00;973.0;6.0;0.0;0.0;7804.0
GVE;2022-09-22 05:00:00;972.9;5.7;0.0;0.0;7805.0
GVE;2022-09-22 06:00:00;973.0;5.7;0.0;0.0;7806.0
GVE;2022-09-22 07:00:00;973.3;8.0;0.0;0.9;7807.0
GVE;2022-09-22 08:00:00;973.4;11.1;0.0;1.0;7808.0
GVE;2022-09-22 09:00:00;973.3;12.9;0.0;1.0;7809.0
GVE;2022-09-22 10:00:00;973.1;13.6;0.0;1.0;7810.0
GVE;2022-09-22 11:00:00;972.7;15.0;0.0;1.0;7811.0
GVE;2022-09-22 12:00:00;972.2;16.2;0.0;1.0;7812.0
GVE;2022-09-22 14:00:00;971.1;18.5;0.0;1.0;7814.0
