-0.0431,-0.0391,-0.1298,-0.1182,-0.1506,-0.2745,-0.3336,-0.3287,-0.4016,-0.3739,-0.3914,-0.3309,-0.2343,-0.3459,-0.1013,0.0688,0.2326,0.3249,0.4211,0.3749,0.4279,0.4164,0.3470,0.2718,0.1801,0.1966,0.1073,0.1428,0.0615,0.0250
-0.0415,-0.0377,-0.1251,-0.1138,-0.1451,-0.2645,-0.3214,-0.3166,-0.3868,-0.3602,-0.3769,-0.3186,-0.2255,-0.3330,-0.0972,0.0667,0.2246,0.3134,0.4061,0.3616,0.4126,0.4015,0.3345,0.2621,0.1736,0.1895,0.1034,0.1377,0.0593,0.0241
-0.0381,-0.0346,-0.1146,-0.1043,-0.1330,-0.2421,-0.2939,-0.2896,-0.3533,-0.3292,-0.3421,-0.2879,-0.2016,-0.3012,-0.0832,0.0677,0.2127,0.2940,0.3782,0.3379,0.3834,0.3728,0.3100,0.2426,0.1606,0.1753,0.0956,0.1273,0.0548,0.0222
-0.0302,-0.0275,-0.0902,-0.0822,-0.1044,-0.1877,-0.2260,-0.2229,-0.2674,-0.2512,-0.2406,-0.1910,-0.1157,-0.2030,-0.0152,0.1097,0.2265,0.2898,0.3493,0.3225,0.3480,0.3349,0.2738,0.2123,0.1394,0.1523,0.0825,0.1101,0.0471,0.0190
-0.0261,-0.0238,-0.0771,-0.0703,-0.0890,-0.1574,-0.1876,-0.1852,-0.2173,-0.2064,-0.1752,-0.1255,-0.0533,-0.1373,0.0403,0.1535,0.2561,0.3095,0.3532,0.3356,0.3463,0.3302,0.2655,0.2041,0.1329,0.1454,0.0781,0.1046,0.0444,0.0178
-0.0143,-0.0130,-0.0381,-0.0352,-0.0430,-0.0646,-0.0678,-0.0678,-0.0568,-0.0646,0.0502,0.1078,0.1792,0.0950,0.2603,0.3457,0.4092,0.4323,0.4218,0.4366,0.3921,0.3619,0.2738,0.2031,0.1277,0.1406,0.0731,0.0993,0.0407,0.0160
-0.0200,-0.0182,-0.0570,-0.0522,-0.0653,-0.1100,-0.1266,-0.1254,-0.1363,-0.1345,-0.0638,-0.0112,0.0593,-0.0232,0.1452,0.2430,0.3249,0.3628,0.3797,0.3780,0.3620,0.3394,0.2647,0.1999,0.1280,0.1405,0.0743,0.1002,0.0418,0.0166
-0.0109,-0.0100,-0.0267,-0.0249,-0.0295,-0.0367,-0.0315,-0.0323,-0.0075,-0.0214,0.1226,0.1840,0.2570,0.1707,0.3361,0.4147,0.4673,0.4814,0.4536,0.4789,0.4159,0.3805,0.2830,0.2076,0.1292,0.1425,0.0733,0.0999,0.0405,0.0158
0.0070,0.0061,0.0341,0.0296,0.0427,0.1142,0.1667,0.1616,0.2659,0.2168,0.5368,0.6256,0.7137,0.6076,0.7893,0.8380,0.8355,0.8009,0.6738,0.7604,0.5886,0.5211,0.3613,0.2530,0.1496,0.1666,0.0813,0.1133,0.0435,0.0162
0.0124,0.0110,0.0526,0.0463,0.0647,0.1607,0.2282,0.2217,0.3512,0.2908,0.6682,0.7666,0.8606,0.7469,0.9364,0.9770,0.9581,0.9085,0.7500,0.8561,0.6494,0.5711,0.3904,0.2705,0.1581,0.1764,0.0850,0.1192,0.0450,0.0166
0.0202,0.0180,0.0790,0.0699,0.0960,0.2264,0.3146,0.3063,0.4708,0.3949,0.8508,0.9618,1.0632,0.9399,1.1383,1.1666,1.1241,1.0533,0.8511,0.9843,0.7292,0.6366,0.4276,0.2925,0.1684,0.1884,0.0892,0.1261,0.0467,0.0170
0.0237,0.0211,0.0903,0.0801,0.1093,0.2529,0.3485,0.3394,0.5154,0.4346,0.9109,1.0230,1.1227,1.0010,1.1929,1.2120,1.1576,1.0781,0.8614,1.0031,0.7340,0.6381,0.4245,0.2882,0.1645,0.1844,0.0864,0.1226,0.0449,0.0162
0.0236,0.0211,0.0895,0.0795,0.1083,0.2492,0.3426,0.3338,0.5051,0.4265,0.8870,0.9942,1.0888,0.9732,1.1541,1.1696,1.1141,1.0357,0.8246,0.9623,0.7014,0.6089,0.4039,0.2736,0.1557,0.1746,0.0816,0.1159,0.0423,0.0152
0.0206,0.0184,0.0774,0.0688,0.0936,0.2140,0.2934,0.2859,0.4309,0.3645,0.7510,0.8398,0.9173,0.8224,0.9697,0.9796,0.9300,0.8626,0.6838,0.8002,0.5804,0.5031,0.3324,0.2245,0.1273,0.1428,0.0665,0.0946,0.0344,0.0123
0.0144,0.0129,0.0539,0.0479,0.0651,0.1483,0.2029,0.1978,0.2974,0.2518,0.5159,0.5762,0.6284,0.5644,0.6632,0.6686,0.6335,0.5868,0.4639,0.5438,0.3932,0.3405,0.2244,0.1513,0.0856,0.0961,0.0446,0.0635,0.0230,0.0082
